nome_loja,url,data_scraping,emails,telefones,whatsapp_links,whatsapp_numeros,facebook,instagram,linkedin,twitter,youtube
A Brigadeirinha,https://www.abrigadeirinha.com.br/todosprodutos,2025-03-12T09:21:48.578261,sac@afjmaquinas.com.br,"(11) 94872-9759, (11) 3456-2814, 5511948729759",https://wa.me/5511948729759,5511948729759,"https://www.facebook.com/afjmaquinas, https://facebook.com/afjmaquinas",https://instagram.com/afjmaquinas,,https://twitter.com/afjmaquinas,
A CAMARGO,https://www.instagram.com/zezedicamargo/,2025-03-12T09:21:55.456752,,,,,,,,,
A Casa Brasileira,https://br.usembassy.gov/pt/u-s-citizen-services-pt/vitimas-de-crime/,2025-03-12T09:22:05.662634,"SalvadorACS@state.gov, PortoAlegreACS@state.gov, recifeacs@state.gov, SaoPauloACS@state.gov, cremvfloripa@gmail.com, FortalezaACS@state.gov, ouvidoria@secmulher.gov.pe.br, ACSRio@state.gov, deam.ssaba@bol.com.br, RecifeACS@state.gov, acsrio@state.gov, Recifeacs@state.gov, manausACS@state.gov, crm@sdstjdh.rs.gov.br, BrasiliaACS@state.gov, portoalegreacs@state.gov, fortalezaacs@state.gov, brasiliaacs@state.gov, deam.brotas@pcivil.ba.gov.br, saopauloacs@state.gov, ola@dengo.com","638422447157470, 55 (85) 3223-4902, 638536095378300, +55 (51) 3345-6000, 5511971836890, 638530115914470, +55 (21) 3823-2000, +55 (61) 3207-6172, 503952129.1694, +55 (48) 3224-7373",https://wa.me/5511971836890,5511971836890,"http://www.facebook.com/EmbaixadadosEUA.BR, https://www.facebook.com/dengochocolates","https://www.instagram.com/dengochocolates, http://instagram.com/embaixadaeua",,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
A Casa de Móveis,https://www.lojasimperio.com.br/pagina/central-de-atendimento,2025-03-12T09:22:13.493796,"cancelamentoapp@lojasimperio.com.br, sac.digital@lojasimperio.com.br","(81) 3198-4848, 1462799579, 81 3198.4848, +558131984848, 558131984848",https://wa.me/558131984848,558131984848,https://www.facebook.com/ImperioMoveiseEletro,https://www.instagram.com/imperiomoveiseeletro,,,
A Casa dos Doces,https://loja.douxdoces.com.br/,2025-03-12T09:22:20.202407,"sac@douxdoces.com.br, ola@dengo.com","638422447157470, 638536095378300, 5511971836890, (11) 2601-8890, 638530115914470, 503952129.1694, (11) 2609-4057, 551126094057","https://wa.me/5511971836890, https://wa.me/551126094057","5511971836890, 551126094057","https://www.facebook.com/douxbrasil.doces, https://facebook.com/douxbrasil.doces, https://www.facebook.com/dengochocolates",https://www.instagram.com/dengochocolates,,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
A DRIVE PARTS PEÇAS AUTOMOTI,https://www.atlantapecas.com.br/,2025-03-12T09:22:31.938437,orcamento@atlantapecas.com.br,"5431940686, 1647978499023, (54) 3194 0686, 23.426624099999, +551137564000, 1660843569947, 1291419456, 55 1137564000, (54) 3194-0686",,,"https://www.facebook.com/camillopartsdistribuidora, https://www.facebook.com/AtlantaAutopecasEAcessorios, https://www.facebook.com/sharer.php","https://www.instagram.com/atlantaautopecas, https://www.instagram.com/camilloparts",,,https://www.youtube.com/channel/UCXOyaUMzpKmLen6vAVFvw0Q
A Esportiva,https://www.joma.com.br/,2025-03-12T09:22:40.922182,"culturaeturismo@rodeio.sc.gov.br, cras@rodeio.sc.gov.br, rodeio.empreendedor@gmail.com, esporte@rodeio.sc.gov.br, saude@rodeio.sc.gov.br, agricultura@rodeio.sc.gov.br, educacao@rodeio.sc.gov.br, contato@jomabr.com.br, obras@rodeio.sc.gov.br, assistencia@rodeio.sc.gov.br, conselhotutelarrodeio@hotmail.com, prefeituraderodeio@gmail.com, crasrodeio@gmail.com, culturaeturismorodeio@gmail.com, s.geral@terra.com.br, bolsafamilia@rodeio.sc.gov.br","5511915528986, (47) 3384-0166, (47) 3384-0660, (47) 3384-9002, (47) 3384-1741, (47) 3384-0161, 5511943118416, (11) 94311-8416","https://wa.me/5511943118416, https://wa.me/5511915528986","5511943118416, 5511915528986","facebook.com/JomaSportBR, facebook.com/prefeituraderodeio","https://www.instagram.com/prefeituraderodeio, https://www.instagram.com/jomasportbr",,,https://www.youtube.com/channel/UCQuToHgd8QEnzYsiBNL5BLA
A Gourmet,https://www.seara.com.br/fale-conosco/,2025-03-12T09:22:48.393889,sac@lojadekor.com.br,"08000472425, 554833801994, +5508000472425, (48) 3380-1994, 551149508096, 11 4950-8096, (11) 4950-8096","https://wa.me/551149508096, https://wa.me/554833801994","554833801994, 551149508096","https://facebook.com/lojadekor, https://www.facebook.com/SearaBrasil, https://www.facebook.com/lojadekor","https://instagram.com/lojadekor, https://www.instagram.com/searabrasil",linkedin.com/company/-seara,https://twitter.com/lojadekor,
A GUITARRA DE PRATA,https://www.instagram.com/aguitarradeprata/reel/DBoI1SoKqTh/,2025-03-12T09:22:56.296378,,,,,,,,,
A Instaladora,https://www.berlitzinstaladora.com.br/,2025-03-12T09:23:04.503138,"talentos@gree-am.com.br, comercial@berlitzinstaladora.com.br, solar@berlitzinstaladora.com.br, sac@gree-am.com.br, talentosmanaus2020@outlook.com","5551996733245, 555135644900, 51986828411 5135, 08000556188, 5551986828411, 846512569179072, 51996733245","https://wa.me/5551996733245, https://wa.me/555135644900, https://wa.me/5551986828411","5551996733245, 555135644900, 5551986828411","https://facebook.com/berlitzinstaladora, https://www.facebook.com/greebrasil, https://www.facebook.com/tr","https://instagram.com/berlitzinstaladora, https://instagram.com/greebrasil",http://linkedin.com/company/greebrasil,,https://www.youtube.com/channel/UCJbWBhRdIqWZxPibg4PuSUA
A Loja da Cozinha,https://www.minhaitatiaia.com.br/,2025-03-12T09:23:11.018587,,"9664985145741, 9664662769293, (11) 4861-3981, 12328073923853, 9664614026509",,,"https://www.facebook.com/Tramontina, https://www.facebook.com/minhaitatiaia","https://www.instagram.com/minhaitatiaia, https://www.instagram.com/tramontinaoficial",https://www.linkedin.com/company/cozinhas-itatiaia,https://twitter.com/minhaitatiaia,https://www.youtube.com/user/tramontina
A Mais Inspiração LTDA,https://www.brae.com.br/,2025-03-12T09:23:23.670173,"sac@4takes.com.br, sac@braehaircare.com","+55 11 91460-7433, (11) 5070-1918, 5511914607433, +55 11 5070.1918",https://wa.me/5511914607433,5511914607433,"https://www.facebook.com/braehair, https://www.facebook.com/4takes123","https://www.instagram.com/4takes, https://www.instagram.com/braehaircare",https://www.linkedin.com/company/4takes,,https://www.youtube.com/c/braehaircare
a Móveis Arapongas,https://www.moveisarapongas.com.br/,2025-03-12T09:23:32.740340,,"554332757834, 43 3275-7834, 43 32757834",https://wa.me/554332757834,554332757834,https://www.facebook.com/Moveisarapongasoficial,https://www.instagram.com/moveisarapongasoficial,,,
A Ordem Country,https://br.usembassy.gov/pt/u-s-citizen-services-pt/contato-horarios-agendamentos/,2025-03-12T09:23:41.040605,"portoalegreACS@state.gov, SaoPauloACS@state.gov, salvadoracs@state.gov, acsrio@state.gov, erenor@suframa.gov.br, Brazil.ACS@gdit-gss.com, erepar@itamaraty.gov.br, fbu.lisbon@ssa.gov, cpf.residente.exterior@rfb.gov.br, eleitor.exterior@tre-df.jus.br, votesaopaulo@state.gov, voteriodejaneiro@state.gov, voterecife@state.gov, manausacs@state.gov, FortalezaACS@state.gov, RecifeACS@state.gov, Votebrasilia@state.gov, BrasiliaACS@state.gov","(92) 3611-3333, (61) 3312-7000, 55-61) 3312-7000, 1558883724, (61) 3550 0774, (13) 3500 6208",,,"http://www.facebook.com/EmbaixadadosEUA.BR, https://www.facebook.com/ItamaratyGovBr","http://instagram.com/embaixadaeua, http://instagram.com/itamaratygovbr",https://www.linkedin.com/company/itamaratygovbr,"https://twitter.com/itamaraty_es, https://twitter.com/ItamaratyGovBr, https://twitter.com/itamaraty_en",https://www.youtube.com/user/MREBRASIL
A Organica,https://www.aripuana.mt.gov.br/,2025-03-12T09:23:48.524255,prefeitura@aripuana.mt.gov.br,"1660230137, 6-1520254378, 223804312.2038, (66) 3565-3900, 203024.166189264",,,"https://www.facebook.com/FoodBazaarSupermarket, https://www.facebook.com/prefeituradearipuana","https://www.instagram.com/foodbazaarsupermarket, https://www.instagram.com/prefeituradearipuana",,https://twitter.com/MyFoodBazaar,https://www.youtube.com/channel/UCCWE1Gu2J3Bq94hcRLx7LOw
A Página,https://br.usembassy.gov/pt/u-s-citizen-services-pt/contato-horarios-agendamentos/,2025-03-12T09:23:59.956502,"portoalegreACS@state.gov, SaoPauloACS@state.gov, manausacs@state.gov, acsrio@state.gov, salvadoracs@state.gov, Brazil.ACS@gdit-gss.com, fbu.lisbon@ssa.gov, votesaopaulo@state.gov, voterecife@state.gov, voteriodejaneiro@state.gov, FortalezaACS@state.gov, RecifeACS@state.gov, Votebrasilia@state.gov, BrasiliaACS@state.gov","(92) 3611-3333, (61) 3312-7000, 55-61) 3312-7000, (61) 3550 0774, (13) 3500 6208",,,http://www.facebook.com/EmbaixadadosEUA.BR,http://instagram.com/embaixadaeua,,,
A Sedutora Lingerie,https://www.instagram.com/lepink_homewear/reel/CtSLc2Vx5_8/,2025-03-12T09:24:05.930531,contato@comprafacillingerie.com.br,"(22) 99878-7449, 22998787449, (22) 998787449, 5522998787449",https://wa.me/5522998787449,5522998787449,https://www.facebook.com/comprafacillingerie,https://www.instagram.com/lojacomprafacillingerie,,,
A Turma da Bagunça,https://www.bichobagunca.com.br/,2025-03-12T09:24:13.473540,comercial1@bichobagunca.com.br,"(47) 3332-7847, (47) 3332-6155, 554733327847",https://wa.me/554733327847,554733327847,"https://facebook.com/BichoBagunca, https://www.facebook.com/BichoBagunca",https://instagram.com/bichobagunca,,,
AaZ Embalagens,https://www.kaz.com.br/,2025-03-12T09:24:21.703401,"atendimento@azacessorios.com.br, falecom@kaz.com.br","(11) 91507-7471, 2009 2010 2011, 4562317668, 3920435445, 4530663400, 3934793813, 11915077471, 5511915077471","https://wa.me/5511915077471, https://wa.me/5511963596656","5511915077471, 5511963596656","https://www.facebook.com/kaz.oficial, https://www.facebook.com/azacessoriosoficial","https://www.instagram.com/azacessoriosoficial, https://www.instagram.com/kaz.oficial",,,https://www.youtube.com/channel/UCZyqYDbCjOfb37ToKqbbfHA
Ab Compras,https://www.steelfitbr.com.br/kit/abs-of-steel-237ml-un-cinta-neoprene/,2025-03-12T09:24:29.047735,contato@steelfitbr.com.br,"5521994688376, 5511998401225, (11)99840-1225, (11)3403-4776, 5533999206530","https://wa.me/5533999206530, https://wa.me/5521994688376, https://wa.me/55, https://wa.me/5511998401225","55, 5533999206530, 5511998401225, 5521994688376",https://www.facebook.com/bagaggio,https://www.instagram.com/bagaggio,,https://twitter.com/usebagaggio,
ABC da Construção,https://www.abcdaconstrucao.com.br/,2025-03-12T09:24:35.967219,K@48G9-.BYBGNPTUT,"0000042894 0000, 0000048653 0000, 0000000017 0000, 0000026826 0000, 0000035309 0000",,,,,,,
ABC Design,https://www.abcdesignbrasil.com.br/institucional/fale-conosco,2025-03-12T09:24:45.026073,"ola@dengo.com, contato@bebaby.com.br","638422447157470, 638536095378300, 08005803347, 5511971836890, 638530115914470, 347 (11) 3195-6316, 503952129.1694, +551131956316",https://wa.me/5511971836890,5511971836890,"https://www.facebook.com/abcdesignbrasil, https://www.facebook.com/dengochocolates","https://www.instagram.com/dengochocolates, https://www.instagram.com/abcdesign_brasil",,,"https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ, https://www.youtube.com/c/ABCDesignBrasil"
Abecom,https://www.abecom.com.br/fale-conosco/,2025-03-12T09:24:53.120865,"curitiba@abecom.com.br, atendimento.loja@abecom.com.br, correias@abecom.com.br, vendas@abecom.com.br, minas@abecom.com.br, service@abecom.com.br, campinas@abecom.com.br","(11) 2797-1322, (11) 2797-1313, 1127972317, (11) 2902-1460, (19) 3243-6026, (11) 2797-1325, 551127972317, (11) 2797-2317","https://wa.me/5511975716067, https://wa.me/551127972317","551127972317, 5511975716067",https://www.facebook.com/AbecomSolucoesIndustriais,"https://www.instagram.com/p, https://www.instagram.com/abecomsolucoesindustriais",https://www.linkedin.com/company/abecom-rolamentos-e-produtos-de-borracha,,
Abex Peças,https://www.abexpecas.com.br/,2025-03-12T09:24:59.475126,abexdistribuidora@gmail.com,"5544988166089, 5511949320000, (11) 95696-0876, 11956960876, 11914940000","https://wa.me/5511956960876, https://wa.me/5511914940000, https://wa.me/5511949320000, https://wa.me/5544988166089","5511956960876, 5511949320000, 5511914940000, 5544988166089",https://www.facebook.com/abexpecas,https://www.instagram.com/abex_oficial,,,https://www.youtube.com/channel/UCOZx82pc-yid1tXvWeNdh6w
ABM PEÇAS,https://abmpecas.com/,2025-03-12T09:25:07.192257,contato@abmbrazil.com,,,,https://www.facebook.com/abmbrazil,https://www.instagram.com/abmbrazil,,,
ABMIDIA,https://www.infoabmidia.com.br/,2025-03-12T09:25:15.453551,"abmidia@infoabmidia.com.br, contato@abmediamkt.com","(21) 3183-7713, 21981334739, 55021981334739, (21) 3164-7881, 5521981334739, 19 99242-7663",https://wa.me/5521981334739,5521981334739,"https://www.facebook.com/lojaabmidia, https://www.facebook.com/abmedia.mkt","https://www.instagram.com/abmedia.mkt, https://www.instagram.com/infoabmidia",,,https://www.youtube.com/channel/UCBtwUQyCJkzTPbqDpGD_YWQ
Abrakadabra,https://www.abracadabra.com.br/,2025-03-12T09:25:26.700741,,"(11) 3611-9284, (21) 97117-4398, (11) 99939-3969, 5521971174398, 5521988239830, (21) 3017-9900",https://wa.me/5521988239830,5521988239830,https://www.facebook.com/AbraCadabraMoveis,https://www.instagram.com/abracadabraoficial,,,https://www.youtube.com/user/abracadabraloja
ABRASLON,https://www.instagram.com/abraslon/?hl=pt,2025-03-12T09:25:39.527381,,,,,,,,,
