nome_loja,url,data_scraping,emails,telefones,whatsapp_links,whatsapp_numeros,facebook,instagram,linkedin,twitter,youtube
A Brigadeirinha,https://www.abrigadeirinha.com.br/todosprodutos,2025-03-12T09:21:48.578261,sac@afjmaquinas.com.br,"(11) 94872-9759, (11) 3456-2814, 5511948729759",https://wa.me/5511948729759,5511948729759,"https://www.facebook.com/afjmaquinas, https://facebook.com/afjmaquinas",https://instagram.com/afjmaquinas,,https://twitter.com/afjmaquinas,
A CAMARGO,https://www.instagram.com/zezedicamargo/,2025-03-12T09:21:55.456752,,,,,,,,,
A Casa Brasileira,https://br.usembassy.gov/pt/u-s-citizen-services-pt/vitimas-de-crime/,2025-03-12T09:22:05.662634,"SalvadorACS@state.gov, PortoAlegreACS@state.gov, recifeacs@state.gov, SaoPauloACS@state.gov, cremvfloripa@gmail.com, FortalezaACS@state.gov, ouvidoria@secmulher.gov.pe.br, ACSRio@state.gov, deam.ssaba@bol.com.br, RecifeACS@state.gov, acsrio@state.gov, Recifeacs@state.gov, manausACS@state.gov, crm@sdstjdh.rs.gov.br, BrasiliaACS@state.gov, portoalegreacs@state.gov, fortalezaacs@state.gov, brasiliaacs@state.gov, deam.brotas@pcivil.ba.gov.br, saopauloacs@state.gov, ola@dengo.com","638422447157470, 55 (85) 3223-4902, 638536095378300, +55 (51) 3345-6000, 5511971836890, 638530115914470, +55 (21) 3823-2000, +55 (61) 3207-6172, 503952129.1694, +55 (48) 3224-7373",https://wa.me/5511971836890,5511971836890,"http://www.facebook.com/EmbaixadadosEUA.BR, https://www.facebook.com/dengochocolates","https://www.instagram.com/dengochocolates, http://instagram.com/embaixadaeua",,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
A Casa de Móveis,https://www.lojasimperio.com.br/pagina/central-de-atendimento,2025-03-12T09:22:13.493796,"cancelamentoapp@lojasimperio.com.br, sac.digital@lojasimperio.com.br","(81) 3198-4848, 1462799579, 81 3198.4848, +558131984848, 558131984848",https://wa.me/558131984848,558131984848,https://www.facebook.com/ImperioMoveiseEletro,https://www.instagram.com/imperiomoveiseeletro,,,
A Casa dos Doces,https://loja.douxdoces.com.br/,2025-03-12T09:22:20.202407,"sac@douxdoces.com.br, ola@dengo.com","638422447157470, 638536095378300, 5511971836890, (11) 2601-8890, 638530115914470, 503952129.1694, (11) 2609-4057, 551126094057","https://wa.me/5511971836890, https://wa.me/551126094057","5511971836890, 551126094057","https://www.facebook.com/douxbrasil.doces, https://facebook.com/douxbrasil.doces, https://www.facebook.com/dengochocolates",https://www.instagram.com/dengochocolates,,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
A DRIVE PARTS PEÇAS AUTOMOTI,https://www.atlantapecas.com.br/,2025-03-12T09:22:31.938437,orcamento@atlantapecas.com.br,"5431940686, 1647978499023, (54) 3194 0686, 23.426624099999, +551137564000, 1660843569947, 1291419456, 55 1137564000, (54) 3194-0686",,,"https://www.facebook.com/camillopartsdistribuidora, https://www.facebook.com/AtlantaAutopecasEAcessorios, https://www.facebook.com/sharer.php","https://www.instagram.com/atlantaautopecas, https://www.instagram.com/camilloparts",,,https://www.youtube.com/channel/UCXOyaUMzpKmLen6vAVFvw0Q
A Esportiva,https://www.joma.com.br/,2025-03-12T09:22:40.922182,"culturaeturismo@rodeio.sc.gov.br, cras@rodeio.sc.gov.br, rodeio.empreendedor@gmail.com, esporte@rodeio.sc.gov.br, saude@rodeio.sc.gov.br, agricultura@rodeio.sc.gov.br, educacao@rodeio.sc.gov.br, contato@jomabr.com.br, obras@rodeio.sc.gov.br, assistencia@rodeio.sc.gov.br, conselhotutelarrodeio@hotmail.com, prefeituraderodeio@gmail.com, crasrodeio@gmail.com, culturaeturismorodeio@gmail.com, s.geral@terra.com.br, bolsafamilia@rodeio.sc.gov.br","5511915528986, (47) 3384-0166, (47) 3384-0660, (47) 3384-9002, (47) 3384-1741, (47) 3384-0161, 5511943118416, (11) 94311-8416","https://wa.me/5511943118416, https://wa.me/5511915528986","5511943118416, 5511915528986","facebook.com/JomaSportBR, facebook.com/prefeituraderodeio","https://www.instagram.com/prefeituraderodeio, https://www.instagram.com/jomasportbr",,,https://www.youtube.com/channel/UCQuToHgd8QEnzYsiBNL5BLA
A Gourmet,https://www.seara.com.br/fale-conosco/,2025-03-12T09:22:48.393889,sac@lojadekor.com.br,"08000472425, 554833801994, +5508000472425, (48) 3380-1994, 551149508096, 11 4950-8096, (11) 4950-8096","https://wa.me/551149508096, https://wa.me/554833801994","554833801994, 551149508096","https://facebook.com/lojadekor, https://www.facebook.com/SearaBrasil, https://www.facebook.com/lojadekor","https://instagram.com/lojadekor, https://www.instagram.com/searabrasil",linkedin.com/company/-seara,https://twitter.com/lojadekor,
A GUITARRA DE PRATA,https://www.instagram.com/aguitarradeprata/reel/DBoI1SoKqTh/,2025-03-12T09:22:56.296378,,,,,,,,,
A Instaladora,https://www.berlitzinstaladora.com.br/,2025-03-12T09:23:04.503138,"talentos@gree-am.com.br, comercial@berlitzinstaladora.com.br, solar@berlitzinstaladora.com.br, sac@gree-am.com.br, talentosmanaus2020@outlook.com","5551996733245, 555135644900, 51986828411 5135, 08000556188, 5551986828411, 846512569179072, 51996733245","https://wa.me/5551996733245, https://wa.me/555135644900, https://wa.me/5551986828411","5551996733245, 555135644900, 5551986828411","https://facebook.com/berlitzinstaladora, https://www.facebook.com/greebrasil, https://www.facebook.com/tr","https://instagram.com/berlitzinstaladora, https://instagram.com/greebrasil",http://linkedin.com/company/greebrasil,,https://www.youtube.com/channel/UCJbWBhRdIqWZxPibg4PuSUA
A Loja da Cozinha,https://www.minhaitatiaia.com.br/,2025-03-12T09:23:11.018587,,"9664985145741, 9664662769293, (11) 4861-3981, 12328073923853, 9664614026509",,,"https://www.facebook.com/Tramontina, https://www.facebook.com/minhaitatiaia","https://www.instagram.com/minhaitatiaia, https://www.instagram.com/tramontinaoficial",https://www.linkedin.com/company/cozinhas-itatiaia,https://twitter.com/minhaitatiaia,https://www.youtube.com/user/tramontina
A Mais Inspiração LTDA,https://www.brae.com.br/,2025-03-12T09:23:23.670173,"sac@4takes.com.br, sac@braehaircare.com","+55 11 91460-7433, (11) 5070-1918, 5511914607433, +55 11 5070.1918",https://wa.me/5511914607433,5511914607433,"https://www.facebook.com/braehair, https://www.facebook.com/4takes123","https://www.instagram.com/4takes, https://www.instagram.com/braehaircare",https://www.linkedin.com/company/4takes,,https://www.youtube.com/c/braehaircare
a Móveis Arapongas,https://www.moveisarapongas.com.br/,2025-03-12T09:23:32.740340,,"554332757834, 43 3275-7834, 43 32757834",https://wa.me/554332757834,554332757834,https://www.facebook.com/Moveisarapongasoficial,https://www.instagram.com/moveisarapongasoficial,,,
A Ordem Country,https://br.usembassy.gov/pt/u-s-citizen-services-pt/contato-horarios-agendamentos/,2025-03-12T09:23:41.040605,"portoalegreACS@state.gov, SaoPauloACS@state.gov, salvadoracs@state.gov, acsrio@state.gov, erenor@suframa.gov.br, Brazil.ACS@gdit-gss.com, erepar@itamaraty.gov.br, fbu.lisbon@ssa.gov, cpf.residente.exterior@rfb.gov.br, eleitor.exterior@tre-df.jus.br, votesaopaulo@state.gov, voteriodejaneiro@state.gov, voterecife@state.gov, manausacs@state.gov, FortalezaACS@state.gov, RecifeACS@state.gov, Votebrasilia@state.gov, BrasiliaACS@state.gov","(92) 3611-3333, (61) 3312-7000, 55-61) 3312-7000, 1558883724, (61) 3550 0774, (13) 3500 6208",,,"http://www.facebook.com/EmbaixadadosEUA.BR, https://www.facebook.com/ItamaratyGovBr","http://instagram.com/embaixadaeua, http://instagram.com/itamaratygovbr",https://www.linkedin.com/company/itamaratygovbr,"https://twitter.com/itamaraty_es, https://twitter.com/ItamaratyGovBr, https://twitter.com/itamaraty_en",https://www.youtube.com/user/MREBRASIL
A Organica,https://www.aripuana.mt.gov.br/,2025-03-12T09:23:48.524255,prefeitura@aripuana.mt.gov.br,"1660230137, 6-1520254378, 223804312.2038, (66) 3565-3900, 203024.166189264",,,"https://www.facebook.com/FoodBazaarSupermarket, https://www.facebook.com/prefeituradearipuana","https://www.instagram.com/foodbazaarsupermarket, https://www.instagram.com/prefeituradearipuana",,https://twitter.com/MyFoodBazaar,https://www.youtube.com/channel/UCCWE1Gu2J3Bq94hcRLx7LOw
A Página,https://br.usembassy.gov/pt/u-s-citizen-services-pt/contato-horarios-agendamentos/,2025-03-12T09:23:59.956502,"portoalegreACS@state.gov, SaoPauloACS@state.gov, manausacs@state.gov, acsrio@state.gov, salvadoracs@state.gov, Brazil.ACS@gdit-gss.com, fbu.lisbon@ssa.gov, votesaopaulo@state.gov, voterecife@state.gov, voteriodejaneiro@state.gov, FortalezaACS@state.gov, RecifeACS@state.gov, Votebrasilia@state.gov, BrasiliaACS@state.gov","(92) 3611-3333, (61) 3312-7000, 55-61) 3312-7000, (61) 3550 0774, (13) 3500 6208",,,http://www.facebook.com/EmbaixadadosEUA.BR,http://instagram.com/embaixadaeua,,,
A Sedutora Lingerie,https://www.instagram.com/lepink_homewear/reel/CtSLc2Vx5_8/,2025-03-12T09:24:05.930531,contato@comprafacillingerie.com.br,"(22) 99878-7449, 22998787449, (22) 998787449, 5522998787449",https://wa.me/5522998787449,5522998787449,https://www.facebook.com/comprafacillingerie,https://www.instagram.com/lojacomprafacillingerie,,,
A Turma da Bagunça,https://www.bichobagunca.com.br/,2025-03-12T09:24:13.473540,comercial1@bichobagunca.com.br,"(47) 3332-7847, (47) 3332-6155, 554733327847",https://wa.me/554733327847,554733327847,"https://facebook.com/BichoBagunca, https://www.facebook.com/BichoBagunca",https://instagram.com/bichobagunca,,,
AaZ Embalagens,https://www.kaz.com.br/,2025-03-12T09:24:21.703401,"atendimento@azacessorios.com.br, falecom@kaz.com.br","(11) 91507-7471, 2009 2010 2011, 4562317668, 3920435445, 4530663400, 3934793813, 11915077471, 5511915077471","https://wa.me/5511915077471, https://wa.me/5511963596656","5511915077471, 5511963596656","https://www.facebook.com/kaz.oficial, https://www.facebook.com/azacessoriosoficial","https://www.instagram.com/azacessoriosoficial, https://www.instagram.com/kaz.oficial",,,https://www.youtube.com/channel/UCZyqYDbCjOfb37ToKqbbfHA
Ab Compras,https://www.steelfitbr.com.br/kit/abs-of-steel-237ml-un-cinta-neoprene/,2025-03-12T09:24:29.047735,contato@steelfitbr.com.br,"5521994688376, 5511998401225, (11)99840-1225, (11)3403-4776, 5533999206530","https://wa.me/5533999206530, https://wa.me/5521994688376, https://wa.me/55, https://wa.me/5511998401225","55, 5533999206530, 5511998401225, 5521994688376",https://www.facebook.com/bagaggio,https://www.instagram.com/bagaggio,,https://twitter.com/usebagaggio,
ABC da Construção,https://www.abcdaconstrucao.com.br/,2025-03-12T09:24:35.967219,K@48G9-.BYBGNPTUT,"0000042894 0000, 0000048653 0000, 0000000017 0000, 0000026826 0000, 0000035309 0000",,,,,,,
ABC Design,https://www.abcdesignbrasil.com.br/institucional/fale-conosco,2025-03-12T09:24:45.026073,"ola@dengo.com, contato@bebaby.com.br","638422447157470, 638536095378300, 08005803347, 5511971836890, 638530115914470, 347 (11) 3195-6316, 503952129.1694, +551131956316",https://wa.me/5511971836890,5511971836890,"https://www.facebook.com/abcdesignbrasil, https://www.facebook.com/dengochocolates","https://www.instagram.com/dengochocolates, https://www.instagram.com/abcdesign_brasil",,,"https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ, https://www.youtube.com/c/ABCDesignBrasil"
Abecom,https://www.abecom.com.br/fale-conosco/,2025-03-12T09:24:53.120865,"curitiba@abecom.com.br, atendimento.loja@abecom.com.br, correias@abecom.com.br, vendas@abecom.com.br, minas@abecom.com.br, service@abecom.com.br, campinas@abecom.com.br","(11) 2797-1322, (11) 2797-1313, 1127972317, (11) 2902-1460, (19) 3243-6026, (11) 2797-1325, 551127972317, (11) 2797-2317","https://wa.me/5511975716067, https://wa.me/551127972317","551127972317, 5511975716067",https://www.facebook.com/AbecomSolucoesIndustriais,"https://www.instagram.com/p, https://www.instagram.com/abecomsolucoesindustriais",https://www.linkedin.com/company/abecom-rolamentos-e-produtos-de-borracha,,
Abex Peças,https://www.abexpecas.com.br/,2025-03-12T09:24:59.475126,abexdistribuidora@gmail.com,"5544988166089, 5511949320000, (11) 95696-0876, 11956960876, 11914940000","https://wa.me/5511956960876, https://wa.me/5511914940000, https://wa.me/5511949320000, https://wa.me/5544988166089","5511956960876, 5511949320000, 5511914940000, 5544988166089",https://www.facebook.com/abexpecas,https://www.instagram.com/abex_oficial,,,https://www.youtube.com/channel/UCOZx82pc-yid1tXvWeNdh6w
ABM PEÇAS,https://abmpecas.com/,2025-03-12T09:25:07.192257,contato@abmbrazil.com,,,,https://www.facebook.com/abmbrazil,https://www.instagram.com/abmbrazil,,,
ABMIDIA,https://www.infoabmidia.com.br/,2025-03-12T09:25:15.453551,"abmidia@infoabmidia.com.br, contato@abmediamkt.com","(21) 3183-7713, 21981334739, 55021981334739, (21) 3164-7881, 5521981334739, 19 99242-7663",https://wa.me/5521981334739,5521981334739,"https://www.facebook.com/lojaabmidia, https://www.facebook.com/abmedia.mkt","https://www.instagram.com/abmedia.mkt, https://www.instagram.com/infoabmidia",,,https://www.youtube.com/channel/UCBtwUQyCJkzTPbqDpGD_YWQ
Abrakadabra,https://www.abracadabra.com.br/,2025-03-12T09:25:26.700741,,"(11) 3611-9284, (21) 97117-4398, (11) 99939-3969, 5521971174398, 5521988239830, (21) 3017-9900",https://wa.me/5521988239830,5521988239830,https://www.facebook.com/AbraCadabraMoveis,https://www.instagram.com/abracadabraoficial,,,https://www.youtube.com/user/abracadabraloja
ABRASLON,https://www.instagram.com/abraslon/?hl=pt,2025-03-12T09:25:39.527381,,,,,,,,,
ABREALAS,https://www.facebook.com/photo.php?fbid=1010646541102707&id=100064721107386&set=a.685451806955517,2025-03-12T09:25:45.713090,,,,,,,,,
ABSOLUTA CASA E ORGANIZAÇÃO,https://www.absolutacasa.com.br/,2025-03-12T09:25:53.076722,"contato@absolutacasa.com.br, dir.seg.urbana@cajamar.sp.gov.br, defesacivil@cajamar.sp.gov.br, dir.transito@cajamar.sp.gov.br, corregedoriacajamar@cajamar.sp.gov.br","(16) 997992276, (11) 4446 0000, 191 (11)4446-0153, (11) 4446-0155, (16) 3964-7331, 191 (11) 4446-0151, 111 (11) 4446-0150, 5516997992276, 5516997622276, (16) 997622276","https://wa.me/5516997622276, https://wa.me/5516997992276","5516997992276, 5516997622276","https://www.facebook.com/absolutacasa, https://www.facebook.com/prefeituracajamar","https://www.instagram.com/absolutacasaeorganizacao, https://www.instagram.com/prefeituradecajamar",,,
Absoluta Chevrolet,https://www.absolutachevroletsantos.com.br/contato,2025-03-12T09:26:02.736778,,"(11) 97096-7574, (13) 3226-9000, (13) 99619-2484",,,https://facebook.com/chevroletabsoluta,https://instagram.com/chevroletabsoluta,https://www.linkedin.com/company/grupo-absoluta,,
Abuziv Jeans,https://www.abuzivjeans.com.br/,2025-03-12T09:26:11.106273,,"5511937498755, 43061825000129, (11) 4742-7337",https://wa.me/5511937498755,5511937498755,,,,,
AC Store Multimarcas,https://www.acstoremultimarcas.com.br/,2025-03-12T09:26:19.181190,contato@acstoremultimarcas.com.br,"(11) 97885-3731, 5511978853731",https://wa.me/5511978853731,5511978853731,"https://facebook.com/acstoremultimarcas, https://www.facebook.com/acstoremultimarcas",https://instagram.com/acstoremultimarcas,,,
ACAMARA,https://auditoriacidada.org.br/emails-de-deputados-federais/,2025-03-12T09:26:26.149726,"escoladocamposaomiguel@gmail.com, administracao@lapa.pr.gov.br, cmeipmm@yahoo.com.br, comunicacao@lapa.pr.gov.br, ppassosleoni@yahoo.com.br, ambientalapa@yahoo.com.br, fiscal.lapa.pr@gmail.com, serafinaslegais@yahoo.com, aglapa@sejuf.pr.gov.br, cmei.ruth@yahoo.com.br, escolaemilia@yahoo.com.br, educalapa@yahoo.com.br, lapasaude@lapa.pr.gov.br, ac_lapa@yahoo.com.br, bancosociallapa@yahoo.com.br, ctpslapa@gmail.com, sybilawille@yahoo.com.br, cmeiirmalidia@yahoo.com.br, planejamentourbano@lapa.pr.gov.br, escolacmarechal@gmail.com, serafinaslegais@yahoo.com.br, adm.ceju.lapa@gmail.com, cjoslacerda@yahoo.com, crecheberneck@yahoo.com.br, emc.martimafonso@gmail.com, escola_davidcarneiro@yahoo.com.br, catarinakecheramos@yahoo.com.br, ambientelapa@yahoo.com.br, escoladaloleoni@hotmail.com, escolauro@yahoo.com.br, escolacontestado2015@gmail.com, nslourdessaobento@hotmail.com, lapasaude@yahoo.com.br, escolapedrofavaro@yahoo.com.br, escolaeloah@yahoo.com.br, olariamlfl@hotmail.com, ermsantarita@gmail.com, ouvidoriasaude@lapa.pr.gov.br, cmei.ruth@yahoo.com, marcacao_de_consultas@hotmail.com, camara@lapa.pr.leg.br, jsm_006@hotmail.com, conselhotutelarlapa@gmail.com, escolapadrefeijo@yahoo.com.br, larsaovicentelapa@ig.com.br, tributacaolapa@gmail.com, cjoslacerda@yahoo.com.br, suprimentoslapa@gmail.com, escolamanoelpedro@yahoo.com.br, vigilanciaemsaudelapa@yahoo.com.br, suplementoslapa@gmail.com, escolacgustavo@gmail.com, cmeiliatereza@hotmail.com, fiscalobraslapa@gmail.com, polouablapapr@yahoo.com.br, fazenda.lapa@gmail.com, cms.lapa.pr@gmail.com, emc.martimhammerschimidt@gmail.com, ouvidoria@lapa.pr.leg.br, desenvolvimentoeconomico@lapa.pr.gov.br, infraestrutura@lapa.pr.gov.br","(41) 3547-5126, (41) 3547-8027, (41) 3547-5035, +55 (61) 98581-2561, (41) 3547-5088, 5561985812561, (41) 3622-7686",https://wa.me/5561985812561,5561985812561,"https://www.facebook.com/sharer, https://www.facebook.com/auditoriacidada.pagina, https://www.facebook.com/CamaraMunicipalDaLapa, facebook.com/auditoria","https://www.instagram.com/auditoriacidadabr, https://www.instagram.com/camaralapa",,"https://twitter.com/intent, https://twitter.com/AuditoriaCidada","https://www.youtube.com/user/auditoriadidada, https://www.youtube.com/channel/UC5pJUm3PyHjDvZ0fzZVMu2A"
Acaradiscus,https://www.instagram.com/loja.aquarismoitapira/p/BqSF2YuA0a_/,2025-03-12T09:26:37.097089,,,,,,,,,
ACCURATO SOLUÇÕES EM HIGIENE,https://www.instagram.com/accuratosolucoes/?hl=pt,2025-03-12T09:26:43.922970,,"10826947000100, 49310745000146, 57276547000131, 13817492000154, 57273637000179",,,,,,,
ACDelco,https://www.acdelco.com.br/,2025-03-12T09:26:52.309120,,"1131956431, 5511963934266, (11) 3195-6431, +55 (11) 96393-4266, 61555888904988",https://wa.me/5511963934266,5511963934266,https://www.facebook.com/people,https://www.instagram.com/usamax.autocenter,,,
ACE Películas,https://www.acdc.com/home/,2025-03-12T09:27:01.004199,,,,,"https://www.facebook.com/sharer, https://facebook.com/acdc",https://instagram.com/acdc,,"https://twitter.com/acdc, https://twitter.com/share","https://www.youtube.com/channel/UCB0JSO6d5ysH2Mmqz5I9rIw, https://www.youtube.com/user/acdc"
ACE VENDAS,https://support.google.com/fitbit/gethelp?hl=en,2025-03-12T09:27:09.400206,,735106181392239,,,https://www.facebook.com/Insta360,https://www.instagram.com/insta360,,https://twitter.com/insta360,https://www.youtube.com/c/insta360
Acer Brasil,https://www.acer.com/br-pt/support/contact-acer,2025-03-12T09:27:24.785902,,558005912489,https://wa.me/558005912489,558005912489,https://www.facebook.com/AcerdoBrasil,https://www.instagram.com/Acer,,https://twitter.com/acer,"https://www.youtube.com/channel/UCrJJLF-MAHn4emWhJls9xaA, https://www.youtube.com/user/acer"
Acero,https://brasil.arcelormittal.com/fale-conosco/telefones,2025-03-12T09:27:31.133193,"atendimento@acerobotas.com.br, arcelormittalnet@arcelormittal.com.br","553184532235, (16) 98145-0247, 300000000314829",https://wa.me/553184532235,553184532235,https://www.facebook.com/AceroBotas,https://www.instagram.com/acerobotas,https://linkedin.com/company/arcelormittal-brasil,,https://youtube.com/channel/UC-bRMvUQbXn63Ap1-bKXOfA
Acessocar,https://meritorbrasil.com.br/encontre-distribuidor-resultado.php,2025-03-12T09:27:37.930870,duvidas.tecnicas@meritor.com,"5511944555327, 901 (48) 3287-1000, (48) 3287-1000, 11 94455 5327",https://wa.me/5511944555327,5511944555327,https://www.facebook.com/CumminsMeritorBR,"https://www.instagram.com/formare_cummins_meritor, https://instagram.com/cumminsmeritor",,,https://www.youtube.com/user/MeritorInc
ACETPLACE,https://www.acetplace.com.br/,2025-03-12T09:27:45.368947,sac@acetplace.com.br,"(11) 2501-5917, 551125015917, 1125015917, 2600-5200-7800",https://wa.me/551125015917,551125015917,"https://facebook.com/acetplacecaixadeacetato, https://www.facebook.com/acetplacecaixadeacetato",https://instagram.com/acetplaceembalagens,,,
ACHE PEÇAS,https://www.achepecas.net/produto/modulo-de-tracao-hyundai-tucson-9544739980-original-35,2025-03-12T09:27:53.220661,contato@achepecas.net,"209544739980, 9544739992, 6-9544039545, 1688591817, (47) 98835-3994",https://wa.me/5547988353994,5547988353994,"https://facebook.com/achepecas, https://www.facebook.com/achepecas",https://instagram.com/achepecas,,,
Achei Energia Solar,https://www.acheiusa.com/Noticia/incendio-em-usina-de-energia-na-california-obriga-centenas-de-pessoas-a-sairem-de-suas-casas-151874/,2025-03-12T09:28:02.118905,,1463791059,,,https://www.facebook.com/acheiusanews,https://www.instagram.com/acheiusa,,https://twitter.com/AcheiUSAnews,https://www.youtube.com/c/AcheiUSANewspaperTV
Achei Pneus,https://www.acheipneus.com.br/,2025-03-12T09:28:07.680900,,,,,,,,,
Acheiaqui Online,https://www.instagram.com/mauricioalabama/,2025-03-12T09:28:15.819565,,,,,,,,,
ACJ Personalizados,https://www.distriar.com.br/,2025-03-12T09:28:22.531229,"vendas@leveros.com.br, sac@leveros..com.br, lojavirtual@distriar.com.br","551126016080, 5511987315434, (11) 3879-9840, 61502324000112, (11)2601-6080, 5511970792158, 1126016080, 5511913325349, +5508008894888, 551131640293","https://wa.me/5511964081388, https://wa.me/5511984390133, https://wa.me/551126016080, https://wa.me/551131640293, https://wa.me/5511987315434, https://wa.me/5511970792158, https://wa.me/5511913325349","551126016080, 5511987315434, 5511970792158, 5511913325349, 5511984390133, 551131640293, 5511964081388","https://www.facebook.com/leveros.com.br, https://www.facebook.com/distriar.arcondicionado","https://www.instagram.com/leveros, https://www.instagram.com/leveros.com.br, https://www.instagram.com/distriar.arcondicionado",https://www.linkedin.com/company/grupoleveros,,"https://www.youtube.com/channel/UCDDM0Eg-BPvyvbExXaZv8tQ, https://www.youtube.com/c/Leveros, https://www.youtube.com/channel/UCn_BBxqK-BTixt8dIZNPMNQ"
Acme,https://acmeshoemaker.com/category/loafer-review/,2025-03-12T09:28:46.495153,info@acmeshoemaker.com,+8613371666706,,,,https://www.instagram.com/acme_shoemaker,,,
AÇO CORTEN,https://www.facebook.com/photo.php?fbid=2990244721012477&id=561271530576487&set=a.844048752298762,2025-03-12T09:28:53.356111,atendimento@terracor.com.br,"921406398982, 394135404902460, 935053300938, 394135404900447, 940514042230",,,,,,,
Açoind Soluções,https://www.instagram.com/aco.ind/,2025-03-12T09:29:01.203872,,"55 (31) 2571-8188, 551145438188, 551635083113, +551146026799, +553125718188","https://wa.me/5511968425445, https://wa.me/5511963859602","5511968425445, 5511963859602",,,,,
ACP ECOMMERCE,https://www.procon.sp.gov.br/horario-de-atendimento-endereco-e-telefone/,2025-03-12T09:29:09.024008,"dri.tecnica@procon.sp.gov.br, imprensa@acp.org.br","+554133202929, 554133202929, (11) 3241-4053, (11) 5824-1102, (11) 5514-0182, (11) 5021-5376, 310 (41) 3320-2929, (11) 3942-5898, (41) 99228-9577, (41) 3320-2929",https://wa.me/554133202929,554133202929,"https://www.facebook.com/acpdigital, https://www.facebook.com/governosp, https://www.facebook.com/proconsp","https://www.instagram.com/proconsp, https://www.instagram.com/governosp, https://www.instagram.com/acpdigital","https://www.linkedin.com/company/governosp, https://www.linkedin.com/company/associa-o-comercial-do-paran-","https://www.twitter.com/governosp, https://twitter.com/acpdigital","https://www.youtube.com/channel/UCswbs5L7AevhKAHR2Fft87w, https://www.youtube.com/user/acpprdigital"
Acqua Aroma,https://www.acquaaroma.com.br/,2025-03-12T09:29:17.476862,sac@acquaaroma.com.br,"(71) 3026-1001, +557130261001",,,"https://www.facebook.com/aguadecheiro, https://www.facebook.com/AcquaAromaBrasil","https://www.instagram.com/acquaaroma, https://www.instagram.com/aguadecheirooficial",,https://twitter.com/aguadecheirobr,https://www.youtube.com/channel/UC4b7AGB-BoV1Uz5j2ojFYcw
Acqua Bronze,https://www.acquabronze.com.br/,2025-03-12T09:29:24.407336,sac@acquabronze.com.br,"(62) 3307-3400, 100086704734000, 556233073400",,,https://www.facebook.com/profile.php,http://instagram.com/acquabronzeoficial,,,https://www.youtube.com/channel/UCxyDBS8nAWaZEBgquIeE0xA
Acquabios,https://filtrosacquabios.com.br/pt_BR/contato,2025-03-12T09:29:32.780312,"contato@filtrosacquabios.com.br, sac@acquabios.com.br","54 99673.6422, 5432132201, +555432132201, 4415305415195, +5554996736422, 54 3213.2201",,,https://www.facebook.com/ACQUABIOS,https://www.instagram.com/acquabios,https://www.linkedin.com/company/acquabios,,https://www.youtube.com/channel/UC73CCrJETRciZiiBZIfTZrw
Acribom,https://www.acribom.com.br/pagina/duvidas-frequentes.html,2025-03-12T09:29:38.577816,"atendimento@papelariazap.com.br, vendas@acribom.com.br","5511992780370, (11) 99278-0370, 5521989964326, (21) 3213-4455, (21) 98996-4326, (11) 3805-9634","https://wa.me/5521989964326, https://wa.me/5511992780370","5521989964326, 5511992780370","https://facebook.com/papelariazap, https://facebook.com/acribom, https://www.facebook.com/papelariazap, https://www.facebook.com/acribom","https://instagram.com/acribomplasticos, https://instagram.com/papelariazap, https://www.instagram.com/acribomplasticos",,,
Acrilwood,https://www.acrilwood.ind.br/,2025-03-12T09:29:46.208689,"diogo@acrilwood.com.br, contato@fleximportados.com.br","(11) 96390-2066, 3108983993, 3125770611, 3106939641, 3111581411, (11) 2770-1214, 5511947419444","https://wa.me/5511947419444, https://wa.me/5511963902066","5511947419444, 5511963902066","https://www.facebook.com/fleximportados00, https://facebook.com/fleximportados00","https://www.instagram.com/raphael.adesign, https://www.instagram.com/acrilwood.ind, https://instagram.com/flex_importados00",https://www.linkedin.com/company/acrilwood-ind,,
Acrilzano,https://acrilzano.com.br/,2025-03-12T09:29:53.966643,,"59485356405, (21) 3372-3797, 545514595557145, (21) 98828-7194, 5521988287194",https://wa.me/5521988287194,5521988287194,,,,,
Acte Sports,https://www.actesports.com/,2025-03-12T09:30:00.498830,"atendimento@actesports.com.br, marketing2@actesports.com.br, sac@shopdoatleta.com.br","(11) 2085-4622, 551120854622, 5511973062678, 11973062678, (11) 97306-2678",https://wa.me/5511973062678,5511973062678,https://www.facebook.com/ActeSports,"https://instagram.com/actesports, https://www.instagram.com/casadoatletatv",linkedin.com/company/acte-sports,,
ACTIONSTORE,https://titan13toy.com/,2025-03-12T09:30:09.111131,,,,,,https://www.instagram.com/t13actionfigures,,,
ADA TINA,https://www.adatina.com/fale-conosco,2025-03-12T09:30:23.753618,sac@adatina.com,(19) 3252-0005,,,,,,,
AdamantiuN,https://www.adamantiun.com.br/,2025-03-12T09:31:15.931716,,"5511954589954, 11 95458-9954",https://wa.me/5511954589954,5511954589954,https://www.facebook.com/adamantiungamer,https://www.instagram.com/adamantiungamer,,,
